stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
43.268471,0,1055,-79.844631,,,,BURLINGTON ST E & MACALLUM ST,BURLINGTON at WILFRED,0,1239,
43.317446,0,1870,-79.911822,,,,DUNDAS ST E & CLAPPISON AV,DUNDAS at CLAPPISON,0,356203,
43.323111,0,1872,-79.913166,,,,HOLLYBUSH DR & RYANS WAY,HOLLYBUSH opposite RYANS WAY,0,356079,
43.323156,0,1873,-79.913039,,,,HOLLYBUSH DR & RYANS WAY,HOLLYBUSH at RYANS WAY,0,356078,
43.160097,0,2060,-79.930112,,,,CENTRE RD & AIRPORT RD,CENTRE at AIRPORT,0,356071,
43.30876,0,1419,-79.85519,,,,WATERDOWN RD & MASONRY CT,WATERDOWN at MASONRY,0,356070,
43.275995,0,0,-79.988694,,,,,HIGHWAY 8 opposite PARK,0,356073,
43.3014,0,0,-80.1281,,,,,OLD HIGHWAY 8 at FAIRGROUNDS,0,356072,
43.195167,0,5042,-79.818764,,,,PRITCHARD RD & #211,Opposite 211 PRITCHARD,0,356075,
43.275824,0,0,-79.988966,,,,,HIGHWAY 8 at PARK,0,356074,
43.211195,0,2258,-79.878215,,,,UPPER WELLINGTON ST & DESOTO DR,UPPER WELLINGTON opposite DESOTO,0,356077,
43.232635,0,2076,-79.837516,,,,QUEENSDALE AV E & UPPER GAGE AV,QUEENSDALE at UPPER GAGE,0,356076,
43.263183,0,1159,-79.901269,,,,KING ST W & LONGWOOD RD N,KING at LONGWOOD,0,1967,
43.247468,0,1221,-79.798796,,,,BARTON ST E & FAIRFIELD AV,BARTON at FAIRFIELD,0,355413,
43.199421,0,1428,-80.013075,,,,SHAVER RD & LIDDYCOAT LN,SHAVER opposite LIDDYCOAT,0,355411,
43.226117,0,2303,-79.900862,,,,LIMERIDGE RD W & BRITTEN CLOSE,LIMERIDGE at BRITTEN CLOSE,0,355416,
43.252494,0,1701,-79.868582,,,,PRIVATE RD & JOHN ST S,HAMILTON GO CENTRE PLATFORM 18,0,355415,
43.262919,0,1466,-79.844413,,,,WENTWORTH ST N & BURTON ST,WENTWORTH at BURTON,0,355321,
43.25931,0,1466,-79.845939,,,,WENTWORTH ST N & BARTON ST E,WENTWORTH at BARTON,0,355322,
43.255505,0,1467,-79.847563,,,,WENTWORTH ST N & CANNON ST E,WENTWORTH at CANNON,0,355323,
43.250535,0,1470,-79.849746,,,,WENTWORTH ST S & MAIN ST E,WENTWORTH at MAIN,0,355326,
43.24827,0,1471,-79.850713,,,,WENTWORTH ST S & DELAWARE AV,WENTWORTH at DELAWARE,0,355327,
43.242458,0,5618,-79.755522,,,,PRIVATE RD,CONFEDERATION WALMART PLATFORM 1,0,356181,
43.197901,0,2785,-79.873193,,,,UP/WENTWORTH ST & RYMAL RD,UPPER WENTWORTH at RYMAL,0,3061,
43.202959,0,4482,-79.97501,,,,GARNER RD E & MILLER DR,GARNER at MILLER,0,355526,
43.20242,0,4482,-79.978336,,,,GARNER RD E & ANSON DR,GARNER at ANSON,0,355527,
43.206659,0,4478,-79.952515,,,,GARNER RD E & KITTY MURRAY LN,GARNER at KITTY MURRAY,0,355524,
43.198456,0,1368,-79.87265,,,,UP/WENTWORTH ST & RYMAL RD,UPPER WENTWORTH at RYMAL,0,3060,
43.207942,0,4474,-79.944786,,,,GARNER RD E & SPRINGBROOK AV,GARNER at SPRINGBROOK,0,355522,
43.223171,0,1002,-79.776664,,,,NASH RD S & RAINBOW DR,NASH opposite RAINBOW,0,355258,
43.200955,0,4486,-79.987326,,,,GARNER RD W & BRAITHWAITE AV,GARNER at BRAITHWAITE,0,355528,
43.229205,0,2242,-79.859334,,,,UP/WENTWORTH ST & VICKERS ST OPP (#667),UPPER WENTWORTH opposite VICKERS,0,3066,
43.237187,0,2204,-79.845137,,,,UP/SHERMAN AV & CROCKETT ST,UPPER SHERMAN at CROCKETT,0,2949,
43.234759,0,2105,-79.848762,,,,QUEENSDALE AV E & EAST 27TH ST,QUEENSDALE at EAST 27TH,0,2465,
43.201383,0,2424,-79.775007,,,,GREEN MOUNTAIN RD W & FIRST RD W,GREEN MOUNTAIN at FIRST,0,356186,
43.224279,0,2208,-79.850783,,,,UP/SHERMAN AV & BURKHOLDER DR,UPPER SHERMAN at BURKHOLDER,0,2947,
43.232098,0,2226,-79.84721,,,,UP/SHERMAN AV & BRUCEDALE AV,UPPER SHERMAN at BRUCEDALE,0,2946,
43.232366,0,2206,-79.847277,,,,UP/SHERMAN AV & BRUCEDALE AV,UPPER SHERMAN at BRUCEDALE,0,2945,
43.216504,0,2221,-79.85394,,,,UP/SHERMAN AV & BERKO AV,UPPER SHERMAN at BERKO,0,2944,
43.220149,0,2323,-79.84661,,,,MOHAWK RD E & EAST 36TH ST,MOHAWK at EAST 36TH,0,2228,
43.218744,0,2322,-79.841108,,,,MOHAWK RD E & EAST 42ND ST,MOHAWK at EAST 42ND,0,2229,
43.222356,0,2324,-79.855657,,,,MOHAWK RD E & EAST 27TH ST,MOHAWK at EAST 27TH,0,2226,
43.222057,0,2370,-79.855236,,,,MOHAWK RD E & EAST 27TH ST OPP (#482),MOHAWK opposite EAST 27TH,0,2227,
43.224727,0,2352,-79.865997,,,,MOHAWK RD E & EAST 16TH ST OPP (#304),MOHAWK opposite EAST 16TH,0,2224,
43.222922,0,2325,-79.857828,,,,MOHAWK RD E & EAST 25TH ST,MOHAWK at EAST 25TH,0,2225,
43.226928,0,2365,-79.874505,,,,MOHAWK RD E & DODSON ST OPP (#124),MOHAWK opposite DODSON,0,2222,
43.224887,0,2673,-79.865864,,,,MOHAWK RD E & EAST 16TH ST,MOHAWK at EAST 16TH,0,2223,
43.220707,0,2323,-79.848863,,,,MOHAWK RD E & CAMDEN ST,MOHAWK at CAMDEN,0,2220,
43.226992,0,2328,-79.874226,,,,MOHAWK RD E & DODSON ST,MOHAWK at DODSON,0,2221,
43.25642,0,,-79.870836,,,,,MacNab Transit Terminal,1,1,
43.176579,0,4425,-79.791601,,,,RYMAL RD E & #2110,At 2110 RYMAL,0,356211,
43.257451,0,1244,-79.840021,,,,BARTON ST E & BIRCH AV,BARTON at BIRCH,0,1051,
43.257495,0,1229,-79.839629,,,,BARTON ST E & BIRCH AV,BARTON at BIRCH,0,1052,
43.233363,0,2106,-79.841224,,,,QUEENSDALE AV E & EAST 35TH ST,QUEENSDALE at EAST 35TH,0,2469,
43.233974,0,1262,-79.748286,,,,BARTON ST E & BOW VALLEY DR,BARTON at BOW VALLEY,0,1053,
43.234224,0,1210,-79.748342,,,,BARTON ST E & BOW VALLEY DR OPP,BARTON opposite BOW VALLEY,0,1054,
43.233946,0,1210,-79.746862,,,,BARTON ST E & BROCKLEY DR,BARTON at BROCKLEY,0,1055,
43.255118,0,1088,-79.868915,,,,MAIN ST E & HUGHSON ST S,MAIN at HUGHSON,0,2088,
43.24231,0,1029,-79.777069,,,,BARTON ST E & BRUNSWICK,BARTON at BRUNSWICK,0,356217,
43.251367,0,2704,-79.854507,,,,MAIN ST E & EMERALD ST,MAIN at EMERALD,0,2080,
43.238457,0,2715,-79.802736,,,,MAIN ST E & FAIRFIELD AV OPP,MAIN opposite FAIRFIELD,0,2081,
43.241478,0,2735,-79.814722,,,,MAIN ST E & GRAHAM AV,MAIN at GRAHAM,0,2086,
43.24131,0,2713,-79.814629,,,,MAIN ST E & GRAHAM AV,MAIN at GRAHAM,0,2087,
43.240026,0,2733,-79.807928,,,,MAIN ST E & GARSIDE AV,MAIN at GARSIDE,0,2084,
43.244286,0,2710,-79.827232,,,,MAIN ST E & GLENDALE AV OPP,MAIN opposite GLENDALE,0,2085,
43.257321,0,1902,-79.868915,,,,JAMES ST & KING ST,JAMES at KING,0,356219,
43.214012,0,2998,-79.785351,,,,QUIGLEY RD & ST. ANDREWS DR OPP (#275),QUIGLEY opposite ST. ANDREWS,0,2538,
43.211867,0,2998,-79.786357,,,,QUIGLEY RD & VEEVERS DR,QUIGLEY at VEEVERS,0,2539,
43.237433,0,1213,-79.762335,,,,BARTON ST E & AT #2425,At 2425 BARTON,0,356218,
43.222138,0,1306,-79.781578,,,,QUIGLEY RD & KING ST,QUIGLEY at KING,0,2533,
43.210411,0,2450,-79.787362,,,,QUIGLEY RD & GREENHILL AV,QUIGLEY at GREENHILL,0,2530,
43.209886,0,2997,-79.787629,,,,QUIGLEY RD & GREENHILL AV,QUIGLEY at GREENHILL,0,2531,
43.220254,0,2993,-79.783012,,,,QUIGLEY RD & PINARD ST OPP,QUIGLEY opposite PINARD,0,2536,
43.214241,0,2996,-79.785459,,,,QUIGLEY RD & ST. ANDREWS DR,QUIGLEY at ST. ANDREWS,0,2537,
43.222263,0,2993,-79.781775,,,,QUIGLEY RD & KING ST,QUIGLEY at KING,0,2534,
43.220251,0,1306,-79.782816,,,,QUIGLEY RD & PINARD ST,QUIGLEY at PINARD,0,2535,
43.214728,0,2345,-79.903619,,,,STONE CHURCH RD W & MATHEWS ST,STONE CHURCH at MATTHEWS,0,2712,
43.219429,0,2888,-79.922183,,,,STONE CHURCH RD W & GURNETT GATE,STONE CHURCH at GURNETT,0,2710,
43.226914,0,2867,-79.936472,,,,STONE CHURCH RD W & HARROGATE DR,STONE CHURCH at HARROGATE,0,2711,
43.219568,0,2868,-79.923327,,,,STONE CHURCH RD W & OMNI BV OPP (#769),STONE CHURCH opposite OMNI,0,2716,
43.211278,0,2909,-79.890003,,,,STONE CHURCH RD W & UPPER JAMES ST,STONE CHURCH at UPPER JAMES,0,2717,
43.226705,0,2326,-79.936198,,,,STONE CHURCH RD W & OLD GOLFLINKS RD,STONE CHURCH at OLD GOLFLINKS,0,2714,
43.211428,0,2786,-79.889935,,,,STONE CHURCH RD W & UP/JAMES ST,STONE CHURCH at UPPER JAMES,0,2718,
43.218621,0,4334,-79.918912,,,,STONE CHURCH RD W & UP/PARADISE RD,STONE CHURCH at UPPER PARADISE,0,2719,
43.240733,0,2782,-79.809715,,,,KENILWORTH AV N & MAIN ST,KENILWORTH at MAIN,0,1832,
43.238833,0,2777,-79.810706,,,,KENILWORTH AV S & MAPLE AV,KENILWORTH at MAPLE,0,1833,
43.233453,0,2778,-79.813009,,,,KENILWORTH AV S & KING ST OFF RAMP,KENILWORTH at KING,0,1830,
43.24059,0,2772,-79.810018,,,,KENILWORTH AV N & MAIN ST,KENILWORTH at MAIN,0,1831,
43.235564,0,2780,-79.811849,,,,KENILWORTH AV S & MONTEREY AV,KENILWORTH at MONTEREY,0,1836,
43.231129,0,1044,-79.812422,,,,KENILWORTH AC & LAWRENCE RD,KENILWORTH OFF RAMP at LAWRENCE,0,1837,
43.238914,0,2781,-79.810464,,,,KENILWORTH AV S & MAPLE AV,KENILWORTH at MAPLE,0,1834,
43.235465,0,2778,-79.812114,,,,KENILWORTH AV S & MONTEREY AV,KENILWORTH at MONTEREY,0,1835,
43.266169,0,1200,-79.954075,,,,KING ST W & CROSS ST,KING at CROSS,0,1839,
43.257715,0,2602,-79.923338,,,,MAIN ST W & NORFOLK ST (#1516),MAIN at NORFOLK,0,2154,
43.258838,0,1194,-79.905054,,,,MAIN ST W & PAISLEY AV,MAIN at PAISLEY,0,2155,
43.258343,0,1009,-79.882888,,,,MAIN ST W & PEARL ST,MAIN at PEARL,0,2156,
43.252096,0,2506,-79.785385,,,,PARKDALE AV N & BRAMPTON ST,PARKDALE at BRAMPTON,0,2405,
43.255871,0,2839,-79.872194,,,,MAIN ST W & MACNAB ST (34),MAIN at MACNAB,0,2150,
43.255755,0,1087,-79.871791,,,,MAIN ST W & MACNAB ST (5&5A&5E),MAIN at MACNAB,0,2151,
43.250746,0,2949,-79.875194,,,,PARK ST S & CHARLTON AV,PARK at CHARLTON,0,2400,
43.258618,0,1194,-79.906689,,,,MAIN ST W & HIGHWAY NO. 403 RAMP OPP - E NEWTON AV,MAIN opposite 403 RAMP,0,2153,
43.259018,0,1123,-79.886019,,,,MAIN ST W & POULETTE ST,MAIN at POULETTE,0,2158,
43.257673,0,1009,-79.879818,,,,MAIN ST W & QUEEN ST S,MAIN at QUEEN,0,2159,
43.250261,0,2435,-79.786267,,,,PARKDALE AV N & BURLAND CR,PARKDALE at BURLAND,0,2408,
43.237769,0,2439,-79.791577,,,,PARKDALE AV N & DUNSMURE RD,PARKDALE at DUNSMURE,0,2409,
43.23042,0,2309,-79.88084,,,,UP/JAMES ST & RICHWILL RD OPP (#734),UPPER JAMES opposite RICHWILL,0,2829,
43.257887,0,1098,-79.873258,,,,KING ST W & BAY ST N,KING at BAY,0,1955,
43.231508,0,1142,-79.805839,,,,KING ST E & WOODRIDGE RD,KING at WOODBRIDGE,0,1954,
43.252129,0,2744,-79.848829,,,,KING ST E & WENTWORTH ST N,KING at WENTWORTH,0,1951,
43.253544,0,2746,-79.858975,,,,KING ST E & WELLINGTON ST (HAMILTON),KING at WELLINGTON,0,1950,
43.234123,0,1039,-79.816039,,,,KING ST E & WEXFORD AV,KING at WEXFORD,0,1953,
43.2341,0,1070,-79.815647,,,,KING ST E & WEXFORD AV,KING at WEXFORD,0,1952,
43.192584,0,2906,-79.814206,,,,STONE CHURCH RD E & RAMP STONE CHURCH TO RHVP NB,STONE CHURCH at REDHILL VALLEY PKWY,0,355896,
43.263219,0,1180,-79.902754,,,,KING ST W & CLINE AV N,KING at CLINE,0,1959,
43.275539,0,1349,-79.94106,,,,YORK RD & WATSON LANE OPP (#211),YORK opposite WATSONS,0,3242,
43.275645,0,1347,-79.940346,,,,YORK RD & WATSON LANE,YORK at WATSONS,0,3241,
43.275549,0,1347,-79.933411,,,,YORK RD & OLYMPIC DR,YORK at OLYMPIC,0,3240,
43.213742,0,2616,-79.98612,,,,FIDDLER'S GREEN RD & GILBERT AV,FIDDLER'S GREEN at GILBERT,0,1483,
43.203244,0,2626,-79.98268,,,,FIDDLER'S GREEN RD & GARDEN AV,FIDDLER'S GREEN at GARDEN,0,1482,
43.206963,0,2623,-79.984041,,,,FIDDLER'S GREEN RD & ENMORE DR OPP,FIDDLER'S GREEN opposite ENMORE,0,1481,
43.20736,0,2627,-79.984019,,,,FIDDLER'S GREEN RD & AMBERLY BV,FIDDLER'S GREEN at ENMORE,0,1480,
43.211881,0,2628,-79.98541,,,,FIDDLER'S GREEN RD & OAKLEY CT,FIDDLER'S GREEN opposite OAKLEY,0,1486,
43.211836,0,2616,-79.985496,,,,FIDDLER'S GREEN RD & OAKLEY CT,FIDDLER'S GREEN at OAKLEY,0,1485,
43.214352,0,2628,-79.986167,,,,FIDDLER'S GREEN RD & GILBERT AV,FIDDLER'S GREEN opposite GILBERT,0,1484,
43.217674,0,2628,-79.987136,,,,FIDDLER'S GREEN RD & WILSON ST,FIDDLER'S GREEN at WILSON,0,1488,
43.25641,0,2937,-79.883504,,,,HUNTER ST W & PEARL ST,HUNTER at PEARL,0,1713,
43.246746,0,2436,-79.787756,,,,PARKDALE AV N & MAHONEY AV,PARKDALE at MAHONY,0,2411,
43.254073,0,2966,-79.871755,,,,HUNTER ST W & MACNAB ST,HUNTER at MACNAB,0,1711,
43.256716,0,2937,-79.884929,,,,HUNTER ST W & LOCKE ST,HUNTER at LOCKE,0,1710,
43.26366,0,1073,-79.816372,,,,INDUSTRIAL DR & DEPEW ST,INDUSTRIAL opposite DEPEW,0,1717,
43.23351,0,1044,-79.814916,,,,HUXLEY AV S & KING ST E,HUXLEY at KING,0,1715,
43.255919,0,2970,-79.879978,,,,HUNTER ST W & QUEEN ST,HUNTER at QUEEN,0,1714,
43.259969,0,2791,-79.808506,,,,INDUSTRIAL DR & DOFASCO PARKING LOT OPP (EAST),INDUSTRIAL opposite DOFASCO PARKING,0,1719,
43.262515,0,2792,-79.812068,,,,INDUSTRIAL DR & OTTAWA ST N,INDUSTRIAL at OTTAWA,0,1718,
43.236099,0,2440,-79.792218,,,,PARKDALE AV S & MAIN ST E,PARKDALE at MAIN,0,2413,
43.246687,0,2505,-79.787612,,,,PARKDALE AV N & MAHONEY AV OPP,PARKDALE opposite MAHONY,0,2412,
43.253939,0,2510,-79.784618,,,,PARKDALE AV N & MEAD AV,PARKDALE at MEAD,0,2415,
43.227371,0,2809,-79.83639,,,,FENNELL AV E & EAST 43RD ST,FENNELL at EAST 43RD,0,1438,
43.228746,0,2563,-79.725072,,,,BARTON ST & HILTON DR,BARTON at HILTON,0,1139,
43.228071,0,2563,-79.722646,,,,BARTON ST & HALE ST OPP (#361),BARTON opposite HALE,0,1138,
43.258089,0,1195,-79.911874,,,,MAIN ST W & HADDON AV,MAIN at HADDON,0,2141,
43.231365,0,2565,-79.734149,,,,BARTON ST & EASTDALE BV OPP (#221),BARTON opposite EASTDALE,0,1133,
43.231339,0,2534,-79.734692,,,,BARTON ST & EASTDALE BV,BARTON at EASTDALE,0,1132,
43.224822,0,2560,-79.709876,,,,BARTON ST & DEWITT RD,BARTON at DEWITT,0,1131,
43.223307,0,2543,-79.703571,,,,BARTON ST & CHELSEA CR OPP (#601),BARTON opposite CHELSEA,0,1130,
43.228002,0,2536,-79.722974,,,,BARTON ST & HALE ST,BARTON at HALE,0,1137,
43.230223,0,2565,-79.730169,,,,BARTON ST & GREEN RD,BARTON at GREEN,0,1136,
43.229933,0,2534,-79.729936,,,,BARTON ST & GREEN RD,BARTON at GREEN,0,1135,
43.252764,0,2954,-79.872332,,,,MACNAB ST S & BOLD ST,MACNAB at BOLD,0,2061,
43.250026,0,2944,-79.873566,,,,MACNAB ST S & CHARLTON AV,MACNAB at CHARLTON,0,2062,
43.227728,0,2263,-79.871275,,,,UP/WELLINGTON ST & NORRIE AV OPP (#871),UPPER WELLINGTON opposite NORRIE,0,3018,
43.200534,0,1366,-79.883132,,,,UP/WELLINGTON ST & RYMAL RD,UPPER WELLINGTON at RYMAL,0,3019,
43.231126,0,2250,-79.870007,,,,UP/WELLINGTON ST & MCELROY RD,UPPER WELLINGTON at MCELROY,0,3012,
43.230911,0,2264,-79.869903,,,,UP/WELLINGTON ST & MCELROY RD OPP (#791),UPPER WELLINGTON opposite MCELROY,0,3013,
43.217864,0,2255,-79.875412,,,,UP/WELLINGTON ST & LIMERIDGE RD,UPPER WELLINGTON at LIMERIDGE,0,3010,
43.225452,0,2252,-79.872412,,,,UP/WELLINGTON ST & LUSCOMBE ST,UPPER WELLINGTON at LUSCOMBE,0,3011,
43.226064,0,2262,-79.871881,,,,UP/WELLINGTON ST & MOHAWK RD,UPPER WELLINGTON at MOHAWK,0,3016,
43.227781,0,2251,-79.871438,,,,UP/WELLINGTON ST & NORRIE AV,UPPER WELLINGTON at NORRIE,0,3017,
43.224881,0,2262,-79.87244,,,,UP/WELLINGTON ST & MEADOWLARK DR,UPPER WELLINGTON at MEADOWLARK,0,3014,
43.226552,0,2254,-79.871969,,,,UP/WELLINGTON ST & MOHAWK RD,UPPER WELLINGTON at MOHAWK,0,3015,
43.26072,0,1313,-79.94473,,,,OSLER DR & SOUTH ST,OSLER at SOUTH,0,356268,
43.21578,0,4842,-79.68032,,,,,GLOVER opposite WILLOW,0,356269,
43.236151,0,2849,-79.925175,,,,MAGNOLIA DR & DIAMOND CT,MAGNOLIA at DIAMOND,0,2066,
43.253356,0,2955,-79.901766,,,,ABERDEEN AV & LONGWOOD RD,ABERDEEN at LONGWOOD,0,1009,
43.24996,0,2952,-79.887884,,,,ABERDEEN AV & LOCKE ST,ABERDEEN at LOCKE,0,1008,
43.249278,0,2941,-79.885615,,,,ABERDEEN AV & KENT ST,ABERDEEN at KENT,0,1007,
43.249371,0,2952,-79.885379,,,,ABERDEEN AV & KENT ST,ABERDEEN at KENT,0,1006,
43.250953,0,2940,-79.892967,,,,ABERDEEN AV & DUNDURN ST,ABERDEEN at DUNDURN,0,1005,
43.250967,0,2952,-79.892346,,,,ABERDEEN AV & DUNDURN ST S,ABERDEEN at DUNDURN,0,1004,
43.250463,0,2952,-79.890115,,,,ABERDEEN AV & COTTAGE AV OPP,ABERDEEN opposite COTTAGE,0,1003,
43.250371,0,2940,-79.890369,,,,ABERDEEN AV & COTTAGE AV,ABERDEEN at COTTAGE,0,1002,
43.251863,0,2939,-79.896418,,,,ABERDEEN AV & CHEDOKE AV,ABERDEEN at CHEDOKE,0,1001,
43.258281,0,2791,-79.803211,,,,BURLINGTON ST E & STAPLETON AV (W OF KENILWORTH),BURLINGTON opposite STAPLETON,0,1227,
43.258004,0,2806,-79.80362,,,,BURLINGTON ST E & STAPLETON AV,BURLINGTON at STAPLETON,0,1226,
43.265282,0,1024,-79.832737,,,,BURLINGTON ST E & SHERMAN AV,BURLINGTON at SHERMAN,0,1225,
43.265481,0,1056,-79.831793,,,,BURLINGTON ST E & SHERMAN AV N,BURLINGTON at SHERMAN,0,1224,
43.260848,0,2804,-79.814851,,,,BURLINGTON ST E & #1141,Opposite 1141 BURLINGTON,0,1223,
43.25702,0,2769,-79.784064,,,,BURLINGTON ST E & PARKDALE AV N,BURLINGTON at PARKDALE,0,1222,
43.256653,0,2681,-79.78451,,,,BURLINGTON ST E & PARKDALE AV N,BURLINGTON at PARKDALE,0,1221,
43.260319,0,2804,-79.812806,,,,BURLINGTON ST E & OTTAWA ST,BURLINGTON at OTTAWA,0,1220,
43.199008,0,4402,-79.765331,,,,UP/CENTENNIAL PY & GREEN MOUNTAIN RD E,UPPER CENTENNIAL at GREEN MOUNTAIN,0,355793,
43.19917,0,4404,-79.765417,,,,UP/CENTENNIAL PY & GREEN MOUNTAIN RD E,UPPER CENTENNIAL at GREEN MOUNTAIN,0,355794,
43.185212,0,9208,-79.901805,,,,,MOUNTAIN TRANSIT CENTRE PLATFORM 1,0,355797,
43.184666,0,1400,-79.902052,,,,,MOUNTAIN TRANSIT CENTRE PLATFORM 2,0,355796,
43.207672,0,2156,-79.836745,,,,UP/OTTAWA ST & LIMERIDGE RD,UPPER OTTAWA at LIMERIDGE,0,2882,
43.216925,0,2110,-79.833158,,,,UP/OTTAWA ST & MOHAWK RD,UPPER OTTAWA at MOHAWK,0,2883,
43.211618,0,2157,-79.835139,,,,UP/OTTAWA ST & LARCH ST,UPPER OTTAWA at LARCH,0,2880,
43.208242,0,2113,-79.836804,,,,UP/OTTAWA ST & LIMERIDGE RD,UPPER OTTAWA at LIMERIDGE,0,2881,
43.259555,0,1372,-79.971881,,,,GOVERNOR'S RD & HUNTINGWOOD AV,GOVERNOR'S opposite HUNTINGWOOD,0,356040,
43.201809,0,2155,-79.839325,,,,UP/OTTAWA ST & QUEENSBURY DR OPP,UPPER OTTAWA opposite QUEENSBURY,0,2887,
43.216432,0,2160,-79.833111,,,,UP/OTTAWA ST & MOHAWK RD,UPPER OTTAWA at MOHAWK,0,2884,
43.20506,0,2115,-79.838141,,,,UP/OTTAWA ST & #1190 N REDBURY ST,At 1190 UPPER OTTAWA,0,2885,
43.22999,0,2808,-79.827627,,,,UP/OTTAWA ST & QUEENSDALE AV E,UPPER OTTAWA at QUEENSDALE,0,2888,
43.210464,0,4471,-79.927864,,,,RYMAL RD W & GLANCASTER RD,RYMAL opposite GLANCASTER,0,356048,
43.23579,0,3532,-79.88387,,,,WEST 5TH ST & WEMBLEY RD,WEST 5TH at WEMBLEY,0,356049,
43.2287392,0,,-79.7656178,,,,,Eastgate Terminal,1,2,
43.191119,0,4455,-79.815855,,,,UPPER RED HILL VALLEY PY & HIGHLAND RD W,UPPER RED HILL at HIGHLAND,0,356134,
43.253932,0,2432,-79.778099,,,,GLOW AV & KNOX AV,GLOW at KNOX,0,1561,
43.205431,0,2142,-79.912057,,,,ST. ELISABETH WAY & SISTER VARGA TR,SISTER ELISABETH opposite SISTER VARGA,0,355739,
43.206613,0,3540,-79.912502,,,,GARTH ST & RYMAL RD W,GARTH at RYMAL,0,355738,
43.184333,0,1401,-79.902107,,,,,MOUNTAIN TRANSIT CENTRE PLATFORM 4,0,356131,
43.224086,0,2678,-79.862611,,,,MOHAWK RD E & UP/WENTWORTH ST,MOHAWK at UPPER WENTWORTH,0,2254,
43.236623,0,2379,-79.760515,,,,CENTENNIAL PY N & BARTON ST E,CENTENNIAL at BARTON,0,1283,
43.252666,0,1188,-79.930558,,,,WHITNEY AV & EWEN RD,WHITNEY at EWEN,0,3118,
43.223746,0,2352,-79.861854,,,,MOHAWK RD E & UP/WENTWORTH ST,MOHAWK at UPPER WENTWORTH,0,355409,
43.190365,0,1538,-79.844168,,,,RYMAL RD E & UP/OTTAWA ST,RYMAL at UPPER OTTAWA,0,355401,
43.19137,0,1536,-79.848285,,,,RYMAL RD E & GRAYROCKS AV,RYMAL at GRAYROCKS,0,355400,
43.18927,0,1542,-79.839556,,,,RYMAL RD E & NEBO RD,RYMAL at NEBO,0,355403,
43.187753,0,1546,-79.833103,,,,RYMAL RD E & DARTNALL RD,RYMAL at DARTNALL,0,355405,
43.188489,0,1544,-79.836169,,,,RYMAL RD E & #1280,At 1280 RYMAL,0,355404,
43.186147,0,1548,-79.82597,,,,RYMAL RD E & GLOVER RD,RYMAL at GLOVER,0,355406,
43.196947,0,1519,-79.870417,,,,RYMAL RD E & ACADIA DR,RYMAL at RYMAL SQUARE PLAZA,0,355988,
43.205431,0,3541,-79.912181,,,,YATES GT & BUTTY PASS,SISTER ELISABETH at SISTER VARGA,0,355736,
43.193158,0,4494,-80.023418,,,,SANDHILL DR & OSPREY DR,SANDHILL at OSPREY,0,355535,
43.192541,0,4494,-80.02787,,,,SANDHILL DR & #1354,At 1349 SANDHILL,0,355534,
43.187438,0,4496,-80.028301,,,,OSPREY DR & CORMORANT RD,OSPREY at CORMORANT,0,355537,
43.196908,0,4488,-80.011808,,,,GARNER RD W & SHAVER RD,GARNER at SHAVER,0,355531,
43.198563,0,4486,-80.001941,,,,GARNER RD W & HAMILTON DR,GARNER at HAMILTON,0,355530,
43.190773,0,4494,-80.029761,,,,SANDHILL DR & TRADEWIND DR,SANDHILL at TRADEWIND,0,355533,
43.192668,0,4492,-80.031354,,,,TRADEWIND DR & WILSON ST W,TRADEWIND at WILSON,0,355532,
43.187771,0,4497,-80.025507,,,,CORMORANT RD & #1325,At 1325 CORMORANT,0,355539,
43.187671,0,4498,-80.025565,,,,CORMORANT RD & #1325 OPP,Opposite 1325 CORMORANT,0,355538,
43.216054,0,4239,-79.830178,,,,MOHAWK RD E & MOXLEY DR,MOHAWK at MOXLEY,0,2239,
43.216,0,4238,-79.830572,,,,MOHAWK RD E & MOXLEY DR,MOHAWK at MOXLEY,0,2238,
43.217734,0,2375,-79.838099,,,,MOHAWK RD E & EAST 45TH ST OPP (#778),MOHAWK opposite EAST 45TH,0,2231,
43.217876,0,2321,-79.837869,,,,MOHAWK RD E & EAST 45TH ST,MOHAWK at EAST 45TH,0,2230,
43.228068,0,2365,-79.879001,,,,MOHAWK RD E & HAYDEN ST,MOHAWK at HAYDEN,0,2233,
43.214844,0,4243,-79.825042,,,,MOHAWK RD E & GRENADIER DR,MOHAWK at GRENADIER,0,2232,
43.222998,0,2369,-79.859058,,,,MOHAWK RD E & MALL RD,MOHAWK at MALL,0,2235,
43.219914,0,2373,-79.846441,,,,MOHAWK RD E & LAWFIELD DR,MOHAWK at LAWFIELD,0,2234,
43.220625,0,2372,-79.849359,,,,MOHAWK RD E & MEAFORD RD,MOHAWK at MEAFORD,0,2237,
43.223315,0,2325,-79.859462,,,,MOHAWK RD E & MALL RD OPP,MOHAWK opposite MALL,0,2236,
43.240438,0,2714,-79.81013,,,,MAIN ST E & KENILWORTH AV S,MAIN at KENILWORTH,0,2095,
43.240463,0,2734,-79.80958,,,,MAIN ST E & KENILWORTH AV,MAIN at KENILWORTH,0,2094,
43.24356,0,2711,-79.824354,,,,MAIN ST E & KING ST (ISLAND) - DELTA,MAIN at KING,0,2097,
